,Planet_Mass1,Planet_Mass2,Planet_Mass3,Epsilon,Alpha,Stokes,Aspect_Ratio,SigmaSlope,Flaring_Index,Rp1,Rp2,Rp3,image_path,Planet_Count
1073,50.66666666666667,205.33333333333334,986.6666666666666,0.1,0.03,0.000157,0.0604,1.0,0.0,0.851,1.85,3.11,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_8/image_78.png,3
9324,859.9999999999999,60.0,1000.0,0.1,0.00999,0.03,0.0835,1.0,0.0,0.856,1.98,3.39,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_63/image_81.png,3
14298,373.3333333333333,0.0,0.0,0.1,0.03,0.16,0.0675,1.0,0.0,1.03,1.84,3.32,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_96/image_63.png,1
4225,646.6666666666666,903.3333333333334,570.0,0.1,0.00999,0.16,0.0968,1.0,0.0,0.909,1.93,3.17,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_29/image_73.png,3
675,786.6666666666667,540.0,321.0,0.1,0.00999,0.000157,0.0754,1.0,0.0,0.954,1.82,2.96,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_5/image_3.png,3
6963,900.0,60.0,476.6666666666667,0.1,0.03,0.16,0.0685,1.0,0.0,1.06,2.1,3.32,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_47/image_4.png,3
888,277.3333333333333,261.0,403.3333333333333,0.1,0.00999,0.03,0.0646,1.0,0.0,1.15,2.02,3.37,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_6/image_109.png,3
9622,226.33333333333334,60.0,240.0,0.1,0.00999,0.16,0.0775,1.0,0.0,1.0,1.82,3.01,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_65/image_88.png,3
191,616.6666666666666,650.0,903.3333333333334,0.1,0.0005,0.03,0.0389,1.0,0.0,1.16,2.0,2.99,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_2/image_61.png,3
8679,820.0,60.0,630.0,0.1,0.03,0.03,0.0595,1.0,0.0,1.1,1.81,3.1,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_58/image_112.png,3
6275,503.3333333333333,60.0,88.33333333333333,0.1,0.00999,0.16,0.0265,1.0,0.0,0.808,1.86,2.94,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_42/image_13.png,3
2012,420.0,566.6666666666666,680.0,0.1,0.0005,0.000157,0.0625,1.0,0.0,0.931,2.15,3.49,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_14/image_51.png,3
4449,333.3333333333333,149.33333333333331,210.0,0.1,0.00999,0.03,0.0304,1.0,0.0,1.13,1.98,3.27,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_30/image_137.png,3
13277,900.0,0.0,0.0,0.1,0.00999,0.03,0.0525,1.0,0.0,1.05,1.87,3.12,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_89/image_38.png,1
9242,266.0,333.3333333333333,0.0,0.1,0.03,0.000157,0.0805,1.0,0.0,0.952,1.86,3.22,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_62/image_133.png,2
8336,346.66666666666663,60.0,243.33333333333331,0.1,0.0005,0.03,0.0445,1.0,0.0,1.19,1.98,3.46,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_56/image_3.png,3
11594,27.833333333333332,333.3333333333333,0.0,0.1,0.03,0.03,0.0625,1.0,0.0,0.872,2.19,3.42,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_78/image_68.png,2
12611,346.66666666666663,0.0,1000.0,0.1,0.00999,0.16,0.0685,1.0,0.0,0.824,2.18,2.91,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_85/image_98.png,2
11102,186.66666666666666,0.0,1000.0,0.1,0.00999,0.03,0.0535,1.0,0.0,1.11,2.13,2.98,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_74/image_103.png,2
2845,560.0,483.3333333333333,349.99999999999994,0.1,0.03,0.03,0.0411,1.0,0.0,1.09,2.17,3.41,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_19/image_111.png,3
4236,646.6666666666666,903.3333333333334,570.0,0.1,0.00999,0.16,0.0968,1.0,0.0,0.909,1.93,3.17,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_29/image_57.png,3
12885,636.6666666666666,0.0,0.0,0.1,0.03,0.16,0.0825,1.0,0.0,0.813,2.13,3.08,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_86/image_120.png,1
2687,79.0,177.33333333333334,265.66666666666663,0.1,0.00999,0.16,0.0539,1.0,0.0,1.03,2.09,3.22,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_18/image_119.png,3
2481,673.3333333333334,38.0,71.66666666666666,0.1,0.03,0.03,0.0689,1.0,0.0,0.943,2.19,3.42,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_17/image_34.png,3
1131,50.66666666666667,205.33333333333334,986.6666666666666,0.1,0.03,0.000157,0.0604,1.0,0.0,0.851,1.85,3.11,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_8/image_25.png,3
6314,980.0,60.0,516.6666666666666,0.1,0.0005,0.16,0.0505,1.0,0.0,1.03,1.94,3.15,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_43/image_95.png,3
1606,900.0,316.6666666666667,736.6666666666667,0.1,0.00999,0.16,0.0925,1.0,0.0,0.863,1.81,3.44,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_11/image_138.png,3
4745,930.0,232.99999999999997,820.0,0.1,0.00999,0.16,0.0796,1.0,0.0,0.977,1.97,3.05,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_32/image_148.png,3
6283,503.3333333333333,60.0,88.33333333333333,0.1,0.00999,0.16,0.0265,1.0,0.0,0.808,1.86,2.94,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_42/image_122.png,3
10095,820.0,60.0,0.0,0.1,0.00999,0.000157,0.0505,1.0,0.0,1.06,1.84,3.03,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_68/image_4.png,2
7242,67.66666666666667,333.3333333333333,826.6666666666666,0.1,0.00999,0.03,0.0655,1.0,0.0,1.14,1.89,3.03,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_49/image_62.png,3
3205,22.166666666666668,399.99999999999994,486.66666666666663,0.1,0.00999,0.03,0.0432,1.0,0.0,0.886,1.95,3.47,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_22/image_58.png,3
3926,249.0,289.0,376.66666666666663,0.1,0.0005,0.03,0.0496,1.0,0.0,1.14,2.06,3.08,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_27/image_84.png,3
13825,703.3333333333333,0.0,0.0,0.1,0.03,0.03,0.0725,1.0,0.0,1.0,2.05,2.96,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_93/image_61.png,1
6668,147.0,333.3333333333333,903.3333333333334,0.1,0.00999,0.000157,0.0625,1.0,0.0,1.13,2.16,3.2,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_45/image_45.png,3
3875,873.3333333333333,956.6666666666667,99.33333333333333,0.1,0.00999,0.03,0.0861,1.0,0.0,0.897,2.14,3.3,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_26/image_13.png,3
13040,770.0,0.0,0.0,0.1,0.00999,0.000157,0.0625,1.0,0.0,0.973,2.08,3.48,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_87/image_107.png,1
9838,503.3333333333333,333.3333333333333,0.0,0.1,0.0005,0.03,0.0985,1.0,0.0,0.84,2.06,3.25,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_66/image_15.png,2
7763,663.3333333333334,60.0,943.3333333333334,0.1,0.00999,0.03,0.0355,1.0,0.0,1.05,1.87,3.18,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_52/image_13.png,3
7026,900.0,60.0,476.6666666666667,0.1,0.03,0.16,0.0685,1.0,0.0,1.06,2.1,3.32,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_47/image_118.png,3
13144,503.3333333333333,0.0,0.0,0.1,0.03,0.03,0.0575,1.0,0.0,1.13,1.81,2.92,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_88/image_131.png,1
486,164.0,429.99999999999994,710.0,0.1,0.00999,0.16,0.0668,1.0,0.0,1.11,2.05,3.13,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_4/image_62.png,3
1294,135.66666666666669,596.6666666666666,459.99999999999994,0.1,0.00999,0.16,0.0989,1.0,0.0,1.1,1.92,3.25,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_9/image_128.png,3
2329,956.6666666666667,65.66666666666666,154.66666666666666,0.1,0.0005,0.000157,0.0282,1.0,0.0,1.08,2.18,3.2,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_16/image_36.png,3
5867,543.3333333333333,0.0,399.99999999999994,0.1,0.0005,0.000157,0.0535,1.0,0.0,1.18,1.95,2.96,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_40/image_90.png,2
14529,107.33333333333334,0.0,0.0,0.1,0.0005,0.16,0.0425,1.0,0.0,1.16,2.11,3.04,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_97/image_112.png,1
6480,27.833333333333332,0.0,863.3333333333333,0.1,0.0005,0.03,0.0925,1.0,0.0,0.984,1.97,3.39,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_44/image_80.png,2
7714,663.3333333333334,60.0,943.3333333333334,0.1,0.00999,0.03,0.0355,1.0,0.0,1.05,1.87,3.18,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_52/image_30.png,3
10574,543.3333333333333,333.3333333333333,1000.0,0.1,0.03,0.03,0.0265,1.0,0.0,0.936,1.95,3.2,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_71/image_36.png,3
12350,383.3333333333333,60.0,240.0,0.1,0.0005,0.000157,0.0475,1.0,0.0,0.904,2.02,3.27,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_83/image_49.png,3
1299,135.66666666666669,596.6666666666666,459.99999999999994,0.1,0.00999,0.16,0.0989,1.0,0.0,1.1,1.92,3.25,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_9/image_123.png,3
13480,41.0,0.0,0.0,0.1,0.00999,0.16,0.0775,1.0,0.0,1.19,2.19,3.2,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_90/image_125.png,1
7524,186.66666666666666,333.3333333333333,165.66666666666669,0.1,0.00999,0.000157,0.0955,1.0,0.0,0.936,1.84,3.34,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_51/image_75.png,3
1002,843.3333333333334,456.66666666666663,960.0,0.1,0.00999,0.03,0.0775,1.0,0.0,1.17,2.07,3.01,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_7/image_132.png,3
10711,783.3333333333334,60.0,240.0,0.1,0.00999,0.03,0.0745,1.0,0.0,0.888,1.87,3.34,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_72/image_43.png,3
6114,783.3333333333334,0.0,321.0,0.1,0.03,0.03,0.0805,1.0,0.0,0.968,2.03,3.08,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_41/image_139.png,2
9660,226.33333333333334,60.0,240.0,0.1,0.00999,0.16,0.0775,1.0,0.0,1.0,1.82,3.01,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_65/image_53.png,3
6832,266.0,333.3333333333333,746.6666666666666,0.1,0.03,0.000157,0.0835,1.0,0.0,1.11,2.08,2.91,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_46/image_31.png,3
2457,673.3333333333334,38.0,71.66666666666666,0.1,0.03,0.03,0.0689,1.0,0.0,0.943,2.19,3.42,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_17/image_56.png,3
14777,436.66666666666663,0.0,0.0,0.1,0.00999,0.03,0.0925,1.0,0.0,1.08,2.03,3.28,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_99/image_18.png,1
5209,760.0,873.3333333333333,182.33333333333331,0.1,0.00999,0.000157,0.0368,1.0,0.0,1.02,1.84,3.32,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_35/image_144.png,3
7427,226.33333333333334,333.3333333333333,127.0,0.1,0.00999,0.03,0.0775,1.0,0.0,1.08,1.82,3.13,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_50/image_25.png,3
12509,423.33333333333337,0.0,240.0,0.1,0.00999,0.03,0.0415,1.0,0.0,0.808,2.14,3.49,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_84/image_54.png,2
3952,249.0,289.0,376.66666666666663,0.1,0.0005,0.03,0.0496,1.0,0.0,1.14,2.06,3.08,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_27/image_60.png,3
6304,503.3333333333333,60.0,88.33333333333333,0.1,0.00999,0.16,0.0265,1.0,0.0,0.808,1.86,2.94,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_42/image_103.png,3
13602,570.0,0.0,0.0,0.1,0.0005,0.03,0.0975,1.0,0.0,0.84,1.95,3.0,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_91/image_12.png,1
10660,783.3333333333334,60.0,240.0,0.1,0.00999,0.03,0.0745,1.0,0.0,0.888,1.87,3.34,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_72/image_99.png,3
3945,249.0,289.0,376.66666666666663,0.1,0.0005,0.03,0.0496,1.0,0.0,1.14,2.06,3.08,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_27/image_67.png,3
2859,560.0,483.3333333333333,349.99999999999994,0.1,0.03,0.03,0.0411,1.0,0.0,1.09,2.17,3.41,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_19/image_1.png,3
9663,226.33333333333334,60.0,240.0,0.1,0.00999,0.16,0.0775,1.0,0.0,1.0,1.82,3.01,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_65/image_50.png,3
13320,900.0,0.0,0.0,0.1,0.00999,0.03,0.0525,1.0,0.0,1.05,1.87,3.12,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_89/image_134.png,1
1917,590.0,373.3333333333333,763.3333333333333,0.1,0.00999,0.03,0.0582,1.0,0.0,0.806,1.91,2.94,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_13/image_137.png,3
12978,770.0,0.0,0.0,0.1,0.00999,0.000157,0.0625,1.0,0.0,0.973,2.08,3.48,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_87/image_28.png,1
4178,363.3333333333333,820.0,876.6666666666666,0.1,0.0005,0.000157,0.0325,1.0,0.0,0.829,1.94,3.34,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_28/image_108.png,3
5401,940.0,0.0,553.3333333333334,0.1,0.0005,0.03,0.0865,1.0,0.0,1.16,2.19,2.98,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_36/image_103.png,2
8659,820.0,60.0,630.0,0.1,0.03,0.03,0.0595,1.0,0.0,1.1,1.81,3.1,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_58/image_130.png,3
3325,390.0,513.3333333333333,653.3333333333333,0.1,0.03,0.000157,0.0946,1.0,0.0,0.966,1.9,2.93,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_23/image_85.png,3
7635,186.66666666666666,333.3333333333333,165.66666666666669,0.1,0.00999,0.000157,0.0955,1.0,0.0,0.936,1.84,3.34,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_51/image_102.png,3
2760,560.0,483.3333333333333,349.99999999999994,0.1,0.03,0.03,0.0411,1.0,0.0,1.09,2.17,3.41,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_19/image_53.png,3
7721,663.3333333333334,60.0,943.3333333333334,0.1,0.00999,0.03,0.0355,1.0,0.0,1.05,1.87,3.18,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_52/image_25.png,3
4783,930.0,232.99999999999997,820.0,0.1,0.00999,0.16,0.0796,1.0,0.0,0.977,1.97,3.05,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_32/image_113.png,3
11154,305.66666666666663,60.0,240.0,0.1,0.00999,0.000157,0.0715,1.0,0.0,1.03,2.0,2.96,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_75/image_59.png,3
1379,533.3333333333334,93.66666666666666,433.3333333333333,0.1,0.00999,0.03,0.0454,1.0,0.0,0.92,2.08,3.06,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_10/image_72.png,3
11291,583.3333333333334,60.0,240.0,0.1,0.0005,0.000157,0.0445,1.0,0.0,1.05,1.89,3.08,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_76/image_45.png,3
14823,436.66666666666663,0.0,0.0,0.1,0.00999,0.03,0.0925,1.0,0.0,1.08,2.03,3.28,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_99/image_111.png,1
5350,940.0,0.0,553.3333333333334,0.1,0.0005,0.03,0.0865,1.0,0.0,1.16,2.19,2.98,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_36/image_15.png,2
10860,900.0,0.0,240.0,0.1,0.0005,0.16,0.0325,1.0,0.0,1.13,1.92,3.44,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_73/image_38.png,2
12218,623.3333333333333,60.0,240.0,0.1,0.03,0.03,0.0295,1.0,0.0,1.1,2.08,2.94,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_82/image_46.png,3
1172,50.66666666666667,205.33333333333334,986.6666666666666,0.1,0.03,0.000157,0.0604,1.0,0.0,0.851,1.85,3.11,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_8/image_123.png,3
4685,930.0,232.99999999999997,820.0,0.1,0.00999,0.16,0.0796,1.0,0.0,0.977,1.97,3.05,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_32/image_70.png,3
3575,192.33333333333334,121.66666666666666,543.3333333333333,0.1,0.0005,0.03,0.0882,1.0,0.0,0.84,2.03,3.46,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_24/image_13.png,3
4915,816.6666666666666,846.6666666666667,596.6666666666666,0.1,0.0005,0.03,0.0839,1.0,0.0,1.06,2.01,3.29,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_33/image_119.png,3
7384,226.33333333333334,333.3333333333333,127.0,0.1,0.00999,0.03,0.0775,1.0,0.0,1.08,1.82,3.13,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_50/image_66.png,3
14690,833.3333333333334,0.0,0.0,0.1,0.00999,0.000157,0.0375,1.0,0.0,0.867,1.89,3.24,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_98/image_106.png,1
14805,436.66666666666663,0.0,0.0,0.1,0.00999,0.03,0.0925,1.0,0.0,1.08,2.03,3.28,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_99/image_128.png,1
6585,27.833333333333332,0.0,863.3333333333333,0.1,0.0005,0.03,0.0925,1.0,0.0,0.984,1.97,3.39,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_44/image_120.png,2
11794,663.3333333333334,333.3333333333333,1000.0,0.1,0.03,0.16,0.0865,1.0,0.0,1.14,2.1,3.18,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_79/image_141.png,3
7271,67.66666666666667,333.3333333333333,826.6666666666666,0.1,0.00999,0.03,0.0655,1.0,0.0,1.14,1.89,3.03,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_49/image_35.png,3
14614,833.3333333333334,0.0,0.0,0.1,0.00999,0.000157,0.0375,1.0,0.0,0.867,1.89,3.24,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_98/image_4.png,1
2575,79.0,177.33333333333334,265.66666666666663,0.1,0.00999,0.16,0.0539,1.0,0.0,1.03,2.09,3.22,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_18/image_85.png,3
2974,730.0,706.6666666666666,127.0,0.1,0.00999,0.03,0.0904,1.0,0.0,1.07,1.86,2.91,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_20/image_130.png,3
592,164.0,429.99999999999994,710.0,0.1,0.00999,0.16,0.0668,1.0,0.0,1.11,2.05,3.13,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_4/image_101.png,3
1508,900.0,316.6666666666667,736.6666666666667,0.1,0.00999,0.16,0.0925,1.0,0.0,0.863,1.81,3.44,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_11/image_91.png,3
3484,192.33333333333334,121.66666666666666,543.3333333333333,0.1,0.0005,0.03,0.0882,1.0,0.0,0.84,2.03,3.46,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_24/image_77.png,3
13373,41.0,0.0,0.0,0.1,0.00999,0.16,0.0775,1.0,0.0,1.19,2.19,3.2,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_90/image_87.png,1
11650,27.833333333333332,333.3333333333333,0.0,0.1,0.03,0.03,0.0625,1.0,0.0,0.872,2.19,3.42,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_78/image_17.png,2
11916,703.3333333333333,60.0,0.0,0.1,0.00999,0.03,0.0955,1.0,0.0,1.19,1.81,3.15,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_80/image_48.png,2
7101,623.3333333333333,60.0,49.33333333333333,0.1,0.00999,0.000157,0.0325,1.0,0.0,0.92,2.18,3.44,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_48/image_41.png,3
3296,22.166666666666668,399.99999999999994,486.66666666666663,0.1,0.00999,0.03,0.0432,1.0,0.0,0.886,1.95,3.47,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_22/image_110.png,3
14620,833.3333333333334,0.0,0.0,0.1,0.00999,0.000157,0.0375,1.0,0.0,0.867,1.89,3.24,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_98/image_34.png,1
4519,305.66666666666663,343.33333333333337,44.0,0.1,0.03,0.03,0.0561,1.0,0.0,1.01,1.99,3.15,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_31/image_84.png,3
9756,226.33333333333334,60.0,240.0,0.1,0.00999,0.16,0.0775,1.0,0.0,1.0,1.82,3.01,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_65/image_101.png,3
8209,859.9999999999999,0.0,204.66666666666666,0.1,0.0005,0.16,0.0895,1.0,0.0,0.84,2.11,3.25,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_55/image_144.png,2
3609,192.33333333333334,121.66666666666666,543.3333333333333,0.1,0.0005,0.03,0.0882,1.0,0.0,0.84,2.03,3.46,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_24/image_1.png,3
10578,543.3333333333333,333.3333333333333,1000.0,0.1,0.03,0.03,0.0265,1.0,0.0,0.936,1.95,3.2,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_71/image_32.png,3
13426,41.0,0.0,0.0,0.1,0.00999,0.16,0.0775,1.0,0.0,1.19,2.19,3.2,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_90/image_39.png,1
2897,730.0,706.6666666666666,127.0,0.1,0.00999,0.03,0.0904,1.0,0.0,1.07,1.86,2.91,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_20/image_65.png,3
6028,783.3333333333334,0.0,321.0,0.1,0.03,0.03,0.0805,1.0,0.0,0.968,2.03,3.08,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_41/image_81.png,2
5184,760.0,873.3333333333333,182.33333333333331,0.1,0.00999,0.000157,0.0368,1.0,0.0,1.02,1.84,3.32,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_35/image_31.png,3
1398,533.3333333333334,93.66666666666666,433.3333333333333,0.1,0.00999,0.03,0.0454,1.0,0.0,0.92,2.08,3.06,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_10/image_55.png,3
3332,390.0,513.3333333333333,653.3333333333333,0.1,0.03,0.000157,0.0946,1.0,0.0,0.966,1.9,2.93,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_23/image_79.png,3
8240,859.9999999999999,0.0,204.66666666666666,0.1,0.0005,0.16,0.0895,1.0,0.0,0.84,2.11,3.25,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_55/image_116.png,2
10791,783.3333333333334,60.0,240.0,0.1,0.00999,0.03,0.0745,1.0,0.0,0.888,1.87,3.34,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_72/image_106.png,3
7102,623.3333333333333,60.0,49.33333333333333,0.1,0.00999,0.000157,0.0325,1.0,0.0,0.92,2.18,3.44,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_48/image_40.png,3
5978,543.3333333333333,0.0,399.99999999999994,0.1,0.0005,0.000157,0.0535,1.0,0.0,1.18,1.95,2.96,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_40/image_117.png,2
676,786.6666666666667,540.0,321.0,0.1,0.00999,0.000157,0.0754,1.0,0.0,0.954,1.82,2.96,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_5/image_29.png,3
6288,503.3333333333333,60.0,88.33333333333333,0.1,0.00999,0.16,0.0265,1.0,0.0,0.808,1.86,2.94,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_42/image_118.png,3
2328,956.6666666666667,65.66666666666666,154.66666666666666,0.1,0.0005,0.000157,0.0282,1.0,0.0,1.08,2.18,3.2,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_16/image_37.png,3
5624,743.3333333333334,60.0,282.3333333333333,0.1,0.00999,0.03,0.0415,1.0,0.0,0.856,2.14,3.06,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_38/image_40.png,3
13076,503.3333333333333,0.0,0.0,0.1,0.03,0.03,0.0575,1.0,0.0,1.13,1.81,2.92,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_88/image_71.png,1
7380,226.33333333333334,333.3333333333333,127.0,0.1,0.00999,0.03,0.0775,1.0,0.0,1.08,1.82,3.13,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_50/image_70.png,3
11638,27.833333333333332,333.3333333333333,0.0,0.1,0.03,0.03,0.0625,1.0,0.0,0.872,2.19,3.42,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_78/image_28.png,2
3591,192.33333333333334,121.66666666666666,543.3333333333333,0.1,0.0005,0.03,0.0882,1.0,0.0,0.84,2.03,3.46,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_24/image_115.png,3
